"page_id","final_url","current_gate","current_manifest","current_public_status","current_indexing_authorization","current_sitemap_authorization","factual_blockers","content_blockers","d16_implementation_status","target_public_access","target_indexable","target_sitemap","target_robots","target_http","target_exception","responsible_upstream_artifact"
"APP-000","/applications/","GATE_9","pages/applications/APP-000_CURRENT_GATE_BASELINE_MANIFEST_V1.12.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE","pages/applications/APP-000_CURRENT_GATE_BASELINE_MANIFEST_V1.12.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-000_APPLICATIONS_BRIEF_V0.1.md"
"APP-COAT","/applications/titanium-dioxide-for-coatings/","GATE_9","pages/applications/coatings/APP-COAT_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE","pages/applications/coatings/APP-COAT_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-COAT_COATINGS_BRIEF_V0.1.md"
"APP-PLAS","/applications/titanium-dioxide-for-plastics/","GATE_9","pages/applications/plastics/APP-PLAS_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE","pages/applications/plastics/APP-PLAS_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-PLAS_PLASTICS_BRIEF_V0.1.md"
"APP-MB","/applications/titanium-dioxide-for-masterbatch/","GATE_9","pages/applications/masterbatch/APP-MB_CURRENT_GATE_BASELINE_MANIFEST_V0.13.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE","pages/applications/masterbatch/APP-MB_CURRENT_GATE_BASELINE_MANIFEST_V0.13.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-MB_MASTERBATCH_BRIEF_V0.2.md"
"APP-INK","/applications/titanium-dioxide-for-printing-inks/","GATE_9","pages/applications/printing-inks/APP-INK_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE","pages/applications/printing-inks/APP-INK_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-INK_PRINTING_INKS_BRIEF_V0.1.md"
"APP-PAPER","/applications/titanium-dioxide-for-paper/","GATE_9","pages/applications/paper/APP-PAPER_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_URL_AND_PRODUCT_MAPPING_MUST_CLOSE_BEFORE_RELEASE","pages/applications/paper/APP-PAPER_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/APP-PAPER_PAPER_BRIEF_V0.1.md"
"DOC-000","/documents/","GATE_9","pages/documents/06_handoff/DOC-000_CURRENT_GATE7_BASELINE_MANIFEST_V0.2.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE","pages/documents/06_handoff/DOC-000_CURRENT_GATE7_BASELINE_MANIFEST_V0.2.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/DOC-000_DOCUMENTS_COMPLIANCE_BRIEF_V0.6.md"
"DOC-REACH","/documents/reach/","GATE_9","pages/documents/reach/06_handoff/DOC-REACH_CURRENT_GATE9_BASELINE_MANIFEST_V0.17.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:UNVERIFIED_REGULATORY_CLAIMS_MUST_NOT_RENDER","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","UNVERIFIED_REGULATORY_CLAIMS_MUST_NOT_RENDER","pages/documents/reach/06_handoff/DOC-REACH_CURRENT_GATE9_BASELINE_MANIFEST_V0.17.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/DOC-REACH_TITANIUM_DIOXIDE_REACH_BRIEF_V0.3.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"DOC-TDS","/documents/tds-sds-coa/","GATE_9","pages/documents/tds-sds-coa/05_review/DOC-TDS_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:UNVERIFIED_AVAILABILITY_CLAIMS_MUST_NOT_RENDER","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","UNVERIFIED_AVAILABILITY_CLAIMS_MUST_NOT_RENDER","pages/documents/tds-sds-coa/05_review/DOC-TDS_CURRENT_GATE9_BASELINE_MANIFEST_V0.3.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/DOC-TDS_TDS_SDS_COA_BRIEF_V0.3.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"DOC-COO","/documents/certificate-of-origin/","GATE_9","pages/documents/certificate-of-origin/04_planning/DOC-COO_CURRENT_GATE_BASELINE_MANIFEST_V0.17.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:UNVERIFIED_SHIPMENT_OR_CERTIFICATE_CLAIMS_MUST_NOT_RENDER","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","UNVERIFIED_SHIPMENT_OR_CERTIFICATE_CLAIMS_MUST_NOT_RENDER","pages/documents/certificate-of-origin/04_planning/DOC-COO_CURRENT_GATE_BASELINE_MANIFEST_V0.17.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/DOC-COO_CERTIFICATE_OF_ORIGIN_BRIEF_V0.3.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"CONV-DOC","/request-documents/","GATE_9","pages/conversion/05_review/CONV-DOC_CURRENT_GATE9_BASELINE_MANIFEST_V0.4.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:CONTROLLED_REQUEST_WORKFLOW_MUST_MATCH_APPROVED_CAPABILITIES","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","CONTROLLED_REQUEST_WORKFLOW_MUST_MATCH_APPROVED_CAPABILITIES","pages/conversion/05_review/CONV-DOC_CURRENT_GATE9_BASELINE_MANIFEST_V0.4.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/CONV-DOC_REQUEST_DOCUMENTS_BRIEF_V0.4.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-000","/resources/","GATE_9","pages/resources/06_handoff/RES-000_GATE7_MANIFEST_V0.1.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE","pages/resources/06_handoff/RES-000_GATE7_MANIFEST_V0.1.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-000_RESOURCES_BRIEF_V0.1.md"
"RES-ORIGIN","/resources/non-china-titanium-dioxide/","GATE_9","pages/resources/07_qa/RES-ORIGIN_CURRENT_GATE9_BASELINE_MANIFEST_V0.11.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:NO_DUTY_CIRCUMVENTION_OR_UNVERIFIED_COMPARISON","NONE_RECORDED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","NO_DUTY_CIRCUMVENTION_OR_UNVERIFIED_COMPARISON","pages/resources/07_qa/RES-ORIGIN_CURRENT_GATE9_BASELINE_MANIFEST_V0.11.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-PROC","/resources/chloride-vs-sulfate-titanium-dioxide/","GATE_9","pages/resources/05_review/RES-PROC_CURRENT_GATE9_COMPARATIVE_REVIEW_MANIFEST_V0.16.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","NONE_RECORDED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","NO_ROUTE_ONLY_GRADE_PERFORMANCE_CONCLUSION","pages/resources/05_review/RES-PROC_CURRENT_GATE9_COMPARATIVE_REVIEW_MANIFEST_V0.16.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md"
"RES-CHEMOURS","/resources/chemours-titanium-dioxide-alternatives/","GATE_9","pages/resources/chemours-alternatives/RES-CHEMOURS_CURRENT_GATE_BASELINE_MANIFEST_V0.21.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:NO_UNVERIFIED_EQUIVALENCE","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","NO_UNVERIFIED_EQUIVALENCE","pages/resources/chemours-alternatives/RES-CHEMOURS_CURRENT_GATE_BASELINE_MANIFEST_V0.21.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-CHEMOURS_CHEMOURS_TITANIUM_DIOXIDE_ALTERNATIVES_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-R706","/resources/ti-pure-r-706-alternative/","GATE_9","pages/resources/r706-alternative/RES-R706_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:NO_UNVERIFIED_EQUIVALENCE","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","NO_UNVERIFIED_EQUIVALENCE","pages/resources/r706-alternative/RES-R706_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-R706_TIPURE_R706_ALTERNATIVE_DIRECTION_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-TRADE-EU","/resources/eu-titanium-dioxide-anti-dumping-duty/","GATE_9","pages/resources/eu-trade/RES-TRADE-EU_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","pages/resources/eu-trade/RES-TRADE-EU_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-TRADE-EU_EU_TITANIUM_DIOXIDE_TRADE_UPDATE_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-TRADE-UK","/resources/uk-titanium-dioxide-anti-dumping-investigation/","GATE_9","pages/resources/uk-trade/RES-TRADE-UK_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","pages/resources/uk-trade/RES-TRADE-UK_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-TRADE-UK_UK_TITANIUM_DIOXIDE_TRADE_UPDATE_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-TRADE-IN","/resources/india-titanium-dioxide-anti-dumping-duty/","GATE_9","pages/resources/india-trade/RES-TRADE-IN_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","pages/resources/india-trade/RES-TRADE-IN_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-TRADE-IN_INDIA_TITANIUM_DIOXIDE_TRADE_UPDATE_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"RES-TRADE-BR","/resources/brazil-titanium-dioxide-anti-dumping-duty/","GATE_9","pages/resources/brazil-trade/RES-TRADE-BR_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","pages/resources/brazil-trade/RES-TRADE-BR_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/RES-TRADE-BR_BRAZIL_TITANIUM_DIOXIDE_TRADE_UPDATE_BRIEF_V0.1.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
"CONV-RFQ","/request-a-quote/","GATE_9","pages/conversion/request-a-quote/05_review/CONV-RFQ_CURRENT_GATE9_BASELINE_MANIFEST_V1.6.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT","pages/conversion/request-a-quote/05_review/CONV-RFQ_CURRENT_GATE9_BASELINE_MANIFEST_V1.6.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/CONV-RFQ_REQUEST_A_QUOTE_BRIEF_V1.2.md"
"CONV-SAMPLE","/request-sample/","GATE_9","pages/conversion/request-sample/05_review/CONV-SAMPLE_GATE9_CURRENT_BASELINE_MANIFEST_V0.3.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","NONE_RECORDED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT","pages/conversion/request-sample/05_review/CONV-SAMPLE_GATE9_CURRENT_BASELINE_MANIFEST_V0.3.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/CONV-SAMPLE_REQUEST_SAMPLE_BRIEF_V0.1.md"
"CONTACT-001","/contact/","GATE_9","pages/contact/CONTACT-001_CURRENT_GATE_BASELINE_MANIFEST_V0.14.md","LOCAL_PRERELEASE_ONLY_NOT_PUBLIC_LIVE","NO","NO","TARGET_GUARD_REQUIRES_FINAL_EVIDENCE_CHECK:VERIFIED_CONTACT_DETAILS_REQUIRED","PUBLICATION_PLAN_TASK_2_FINAL_CONTRACT_RECONFIRMATION_REQUIRED","LOCAL_PRERELEASE_IMPLEMENTATION_OBSERVED_NOT_PRODUCTION","YES","YES","YES","index, follow","200","VERIFIED_CONTACT_DETAILS_REQUIRED","pages/contact/CONTACT-001_CURRENT_GATE_BASELINE_MANIFEST_V0.14.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GSC_LAUNCH_DECISION_AND_SPEC_V1.0.md|docs/architecture/TIO2_MY_FULL_PUBLIC_SEO_GA4_GATE6_DELIVERY_V1.0.md|docs/architecture/GATE8_GATE9_EVIDENCE_HANDOFF_CONTRACT_V1.0.md|docs/page-briefs/CONTACT-001_CONTACT_BRIEF_V0.2.md|docs/architecture/TIO2_MY_LAUNCH_FACT_CLOSURE_V1.0.md"
