"page_id","url","primary_keyword","title","meta_description","h1","canonical","robots","schema_type","breadcrumb_parent","primary_internal_link_sources","last_reviewed_date","target_sitemap","exception_directive","delivery_status","source_manifest"
"RES-000","/resources/","NO_PRIMARY_KEYWORD","Titanium Dioxide Procurement Resources | TiO2 Malaysia","Explore titanium dioxide buying guides, technical evaluation principles and dated market or trade updates for sourcing decisions across the EU, UK, India and Brazil.","Resources for Titanium Dioxide Procurement Decisions","https://tio2malaysia.com/resources/","index, follow","CollectionPage|ItemList|BreadcrumbList","HOME-001","HOME-001|GLOBAL_CHROME_PRIMARY_NAV","2026-09-13","YES","FINAL_PAGE_CONTRACT_MUST_CLOSE_BEFORE_RELEASE","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/06_handoff/RES-000_GATE7_MANIFEST_V0.1.md"
"RES-ORIGIN","/resources/non-china-titanium-dioxide/","non china titanium dioxide","Non-China Titanium Dioxide Supply Guide | TiO2 Malaysia","Evaluate non-China titanium dioxide supply using checks for origin evidence, technical documents, application fit and destination-market requirements.","Non-China Titanium Dioxide: A Procurement Evaluation Guide","https://tio2malaysia.com/resources/non-china-titanium-dioxide/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","NO_DUTY_CIRCUMVENTION_OR_UNVERIFIED_COMPARISON","CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED","pages/resources/07_qa/RES-ORIGIN_CURRENT_GATE9_BASELINE_MANIFEST_V0.11.md"
"RES-PROC","/resources/chloride-vs-sulfate-titanium-dioxide/","chloride vs sulfate titanium dioxide","Chloride vs Sulfate Titanium Dioxide | Buyer Guide","Compare chloride and sulfate titanium dioxide routes, learn what route labels can indicate, and identify the grade-level evidence buyers still need to check.","Chloride vs Sulfate Titanium Dioxide: A Buyer’s Evaluation Guide","https://tio2malaysia.com/resources/chloride-vs-sulfate-titanium-dioxide/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","NO_ROUTE_ONLY_GRADE_PERFORMANCE_CONCLUSION","CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED","pages/resources/05_review/RES-PROC_CURRENT_GATE9_COMPARATIVE_REVIEW_MANIFEST_V0.16.md"
"RES-CHEMOURS","/resources/chemours-titanium-dioxide-alternatives/","chemours titanium dioxide alternative","How to Evaluate Chemours Titanium Dioxide Alternatives","Use the exact Ti-Pure grade, application, documented product facts and your own qualification criteria to evaluate another titanium dioxide supply source.","How to Evaluate a Chemours Titanium Dioxide Alternative","https://tio2malaysia.com/resources/chemours-titanium-dioxide-alternatives/","index, follow","TechArticle|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","NO_UNVERIFIED_EQUIVALENCE","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/chemours-alternatives/RES-CHEMOURS_CURRENT_GATE_BASELINE_MANIFEST_V0.21.md"
"RES-R706","/resources/ti-pure-r-706-alternative/","ti-pure r-706 alternative equivalent","Ti-Pure R-706 Qualification Guide | TiO2 Malaysia","Use Ti-Pure R-706 product facts, document labels and coating test dimensions to prepare an independent titanium dioxide qualification brief.","Qualify Another TiO2 Supply When Ti-Pure R-706 Is Your Reference","https://tio2malaysia.com/resources/ti-pure-r-706-alternative/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","NO_UNVERIFIED_EQUIVALENCE","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/r706-alternative/RES-R706_CURRENT_GATE_BASELINE_MANIFEST_V0.9.md"
"RES-TRADE-EU","/resources/eu-titanium-dioxide-anti-dumping-duty/","eu titanium dioxide anti dumping duty","EU Titanium Dioxide Anti-Dumping Duty Update | TiO2 Malaysia","Check the current EU anti-dumping measure for specified China-origin titanium dioxide, the 2026 reinvestigation and shipment inputs to verify.","EU Titanium Dioxide Anti-Dumping Duty: Current Measure and 2026 Review","https://tio2malaysia.com/resources/eu-titanium-dioxide-anti-dumping-duty/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/eu-trade/RES-TRADE-EU_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md"
"RES-TRADE-UK","/resources/uk-titanium-dioxide-anti-dumping-investigation/","uk titanium dioxide anti dumping investigation","UK Titanium Dioxide Anti-Dumping Investigation | TiO2 Malaysia","Check the active UK AD0086 investigation, rutile titanium dioxide import registration, written scope, key dates and shipment inputs to verify.","UK Rutile Titanium Dioxide: Active AD0086 Investigation and Import Registration","https://tio2malaysia.com/resources/uk-titanium-dioxide-anti-dumping-investigation/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/uk-trade/RES-TRADE-UK_CURRENT_GATE_BASELINE_MANIFEST_V0.11.md"
"RES-TRADE-IN","/resources/india-titanium-dioxide-anti-dumping-duty/","india titanium dioxide anti dumping duty","India Titanium Dioxide Anti-Dumping Duty Status | TiO2 Malaysia","Check the quashed 2025 India TiO2 levy, DGTR’s 2026 recommendation, product scope, producer paths and shipment inputs to verify.","India Titanium Dioxide Anti-Dumping Duty: 2025 Levy Quashed, 2026 Recommendation Explained","https://tio2malaysia.com/resources/india-titanium-dioxide-anti-dumping-duty/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/india-trade/RES-TRADE-IN_CURRENT_GATE_BASELINE_MANIFEST_V0.10.md"
"RES-TRADE-BR","/resources/brazil-titanium-dioxide-anti-dumping-duty/","brazil titanium dioxide anti dumping duty","Brazil Titanium Dioxide Anti-Dumping Duty | TiO2 Malaysia","Check Brazil’s definitive TiO2 anti-dumping measure, China-origin scope, four USD/t bands, exclusions and shipment inputs to verify.","Brazil Titanium Dioxide Anti-Dumping Duty: Current Measure, Scope and Rates","https://tio2malaysia.com/resources/brazil-titanium-dioxide-anti-dumping-duty/","index, follow","WebPage|BreadcrumbList","RES-000","RES-000|HOME-001","2026-09-13","YES","CURRENT_OFFICIAL_SOURCE_AND_DATE_REQUIRED","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/resources/brazil-trade/RES-TRADE-BR_CURRENT_GATE_BASELINE_MANIFEST_V0.12.md"
"CONV-RFQ","/request-a-quote/","titanium dioxide quote supplier","Request a Titanium Dioxide Quote | TiO2 Malaysia","Request a titanium dioxide quotation from TiO2 Malaysia by providing your grade, application, quantity in metric tonnes and destination for review.","Request a Titanium Dioxide Quote","https://tio2malaysia.com/request-a-quote/","index, follow","WebPage|BreadcrumbList","HOME-001","GLOBAL_CHROME_FIXED_RFQ|HOME-001","2026-09-13","YES","FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/conversion/request-a-quote/05_review/CONV-RFQ_CURRENT_GATE9_BASELINE_MANIFEST_V1.6.md"
"CONV-SAMPLE","/request-sample/","titanium dioxide sample supplier","Request a Titanium Dioxide Sample | TiO2 Malaysia","Request a Malaysia-origin titanium dioxide sample for technical evaluation by sharing the grade, application, destination and test objective for human review.","Request a Titanium Dioxide Sample for Technical Evaluation","https://tio2malaysia.com/request-sample/","index, follow","WebPage|BreadcrumbList","HOME-001","PRODUCT_GRADE_PAGES|APPLICATION_PAGES","2026-09-13","YES","FORM_SUCCESS_REQUIRES_PROVIDER_ACKNOWLEDGEMENT","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/conversion/request-sample/05_review/CONV-SAMPLE_GATE9_CURRENT_BASELINE_MANIFEST_V0.3.md"
"CONTACT-001","/contact/","NO_PRIMARY_KEYWORD","Contact TiO2 Malaysia | General Inquiries","Contact TiO2 Malaysia with a general company or business inquiry, or use the dedicated pages to request a quote, product documents or a sample.","Contact TiO2 Malaysia","https://tio2malaysia.com/contact/","index, follow","ContactPage|BreadcrumbList","HOME-001","GLOBAL_CHROME_FOOTER|HOME-001","2026-09-13","YES","VERIFIED_CONTACT_DETAILS_REQUIRED","CURRENT_VALUE_DELIVERED_PENDING_PLAN_TASK_2_FINAL_RECONFIRMATION","pages/contact/CONTACT-001_CURRENT_GATE_BASELINE_MANIFEST_V0.14.md"
"LEGAL-PRIV-EN","/privacy-policy/","NO_PRIMARY_KEYWORD","Privacy Policy | TiO2 Malaysia","Learn how TiO2 Malaysia handles business inquiry data, service providers, retention, Cookies and applicable privacy choices.","Privacy Policy","https://tio2malaysia.com/privacy-policy/","index, follow","WebPage|BreadcrumbList","HOME-001","GLOBAL_CHROME_FOOTER|SHARED_CONSENT","2026-09-13","YES","MUST_MATCH_ACTUAL_GA4_AND_CONSENT_BEHAVIOUR","CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY","pages/legal-privacy/05_review/LEGAL-PRIV-EN_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.4.md"
"LEGAL-PRIV-MS","/ms/privacy-policy/","NO_PRIMARY_KEYWORD","Dasar Privasi | TiO2 Malaysia","Ketahui cara TiO2 Malaysia mengendalikan data pertanyaan perniagaan, penyedia perkhidmatan, tempoh penyimpanan, Kuki dan pilihan privasi.","Dasar Privasi","https://tio2malaysia.com/ms/privacy-policy/","index, follow","WebPage|BreadcrumbList","HOME-001","GLOBAL_CHROME_FOOTER|SHARED_CONSENT","2026-09-13","YES","LEGAL_EQUIVALENCE_AND_HREFLANG_REQUIRED","CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY","pages/legal-privacy/05_review/LEGAL-PRIV-MS_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.4.md"
"LEGAL-COOKIE-EN","/cookie-policy/","NO_PRIMARY_KEYWORD","Cookie Policy | TiO2 Malaysia","Learn which Cookies and similar technologies TiO2 Malaysia uses and how to review or change available Analytics preferences.","Cookie Policy","https://tio2malaysia.com/cookie-policy/","index, follow","WebPage|BreadcrumbList","HOME-001","GLOBAL_CHROME_FOOTER|SHARED_CONSENT","2026-09-13","YES","MUST_MATCH_ACTUAL_STORAGE_INVENTORY","CURRENT_GATE6_GA4_DELIVERY_VALUE_DELIVERED_PENDING_GATE8_9_PARITY","pages/legal-privacy/05_review/LEGAL-COOKIE-EN_CURRENT_GATE6_GA4_DELIVERY_MANIFEST_V1.2.md"
"SYS-404","RUNTIME_FALLBACK","NO_PRIMARY_KEYWORD","Page Not Found | TiO2 Malaysia","NONE","Let’s help you find what you need.","NONE","noindex, follow","NONE","HOME-001","RUNTIME_FALLBACK_ONLY","2026-09-13","NO","RUNTIME_FALLBACK_NOT_AN_INDEXABLE_ROUTE","CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED","pages/system/404/SYS-404_CURRENT_GATE_BASELINE_MANIFEST_V0.16.md"
"CONV-THANK","/thank-you/","NO_PRIMARY_KEYWORD","Thank You | TiO2 Malaysia","View confirmation and next steps for a TiO2 Malaysia quotation, document or sample request, or choose the request you would like to make.","How can we help?","https://tio2malaysia.com/thank-you/","noindex, nofollow","WebPage","HOME-001","CONV-RFQ|CONV-DOC|CONV-SAMPLE","2026-09-13","NO","POST_SUBMISSION_UTILITY_NO_PII","CURRENT_APPROVED_OR_PRERELEASE_VALUE_DELIVERED","pages/conversion/thank-you/CONV-THANK_CURRENT_GATE_BASELINE_MANIFEST_V0.16.md"
