source_id,source_type,source_name,source_url,market,language,database,device,captured_at,data_date_shown_by_source,capture_method,raw_directory,files,completeness_status,limitations,sha256_verified,eligible_for_analysis,notes
SERP-REV-BUY-QUOTATION-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_quotation,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-QUOTE-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_quote_supplier,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-REPLACEMENT-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_replacement_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-SAMPLE-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_sample_supplier,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-SOURCING-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_sourcing_supplier,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BUY-WHOLESALER-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\titanium_dioxide_wholesaler,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-TRONOX-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\tronox_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-CR828-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\tronox_cr828_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-BRAND-VENATOR-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\venator_tioxide_alternative_grades,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-REV-GRADE-KRONOS2310-TIO2-20260829,serp,Web search raw response (base64 JSON envelope),Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-08-29T00:00:00+08:00,2026-08-29,complete raw response returned by web search; JSON serialized and base64 encoded for byte-safe append-only storage; decoded JSON copy added for direct local analysis,D:\23MySec\keyword-research\raw\serp\2026-08-29\REVISION\EN\kronos_2310_tio2_alternative_equivalent,raw_search_response.json.b64 | raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP intent evidence; do not treat result counts as search volume. | No technical equivalence may be inferred from search results. | Stored file is base64 encoding of the complete serialized tool response.,YES,YES,Append-only finalized manifest. Original PENDING_HASH manifest preserved; no prior raw evidence changed.
SERP-R01-PVC-DISCOVERY-01-20260907,serp,Web search raw response,Search engine queries via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:13:40.4172647+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_pvc_upvc_discovery_batch_01,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP-intent evidence; do not treat result counts as search volume. | Supplier claims are discovery leads only.,YES,YES,R01 discovery queries: titanium dioxide for PVC | TiO2 for uPVC | supplier | application.
SERP-R01-PVC-CORE-20260907,serp,Web search raw response,Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:13:40.4178272+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_titanium_dioxide_for_pvc,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Provider result order is preserved; use as SERP-intent evidence only.,YES,YES,Query: titanium dioxide for PVC.
SERP-R01-UPVC-CORE-20260907,serp,Web search raw response,Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:13:40.4189557+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_tio2_for_upvc,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Provider result order is preserved; use as SERP-intent evidence only.,YES,YES,Query: TiO2 for uPVC.
SERP-R01-PVC-COMMERCIAL-20260907,serp,Web search raw response,Search engine query via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:13:40.4200646+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_titanium_dioxide_for_pvc_supplier,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Commercial pages confirm intent patterns only; claims are not accepted as proof.,YES,YES,Query: titanium dioxide for PVC supplier.
SERP-R01-PVC-DISCOVERY-02-20260907,serp,Web search raw response,Search engine queries via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:18:54.3707410+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_pvc_upvc_discovery_batch_02,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP-intent and source-discovery evidence; do not infer metrics. | Unverified commercial claims are excluded.,YES,YES,R01 variant queries: TiO2 for PVC | rigid PVC | flexible PVC | PVC profiles.
SERP-R01-PVC-DISCOVERY-03-20260907,serp,Web search raw response,Search engine queries via web research tool,GLOBAL,EN,web search,Unavailable,2026-09-07T08:18:54.3727461+08:00,2026-09-07,complete raw response returned by web search and serialized as JSON,D:/23MySec/research/keyword/raw/serp/2026-09-07/GLOBAL/EN/r01_pvc_upvc_discovery_batch_03,raw_search_response.json,COMPLETE,Exact Google data-center location and personalization are unavailable. | Use as SERP-intent and source-discovery evidence; do not infer metrics. | No equivalence substitution dosage or certification is inferred.,YES,YES,R01 downstream queries: pipe | sheet | grade | replacement grade.
SEMRUSH-US-R01-PVC-20260907,semrush,Semrush Keyword Overview and Keyword Magic Tool,https://zh.semrush.com/analytics/keywordoverview/?q=titanium+dioxide+for+pvc&db=us,US,EN,us,desktop,2026-09-07T08:22:39.9086518+08:00,2026-09-07,rendered semantic DOM snapshot of Keyword Overview plus complete eight-row Groups-mode table,D:/23MySec/research/keyword/raw/semrush/2026-09-07/US/EN/r01_titanium_dioxide_for_pvc,raw_dom_snapshot.txt,COMPLETE_WITH_LIMITATIONS,Native page export unsupported; semantic DOM retained. | Exact keyword search volume unavailable. | Keyword Magic rows showed volume 0 and required metric refresh. | No missing metric inferred.,YES,YES,Exact query intent Commercial; KD 4%; volume CPC trend and competition unavailable.
SOURCE-R01-PVC-PRIMARY-OPEN-20260907,source_open,Primary and technical source open-response batch,Chemours application pages | Plastic Pipe Institute TR-02 | PIPA TN006 | journal landing pages,GLOBAL,EN,web open,Unavailable,2026-09-07T08:24:15.7333732+08:00,2026-09-07,complete raw response returned by web open and serialized as JSON,D:/23MySec/research/keyword/raw/source/2026-09-07/GLOBAL/EN/r01_pvc_primary_source_open_batch,raw_open_response.json,COMPLETE_WITH_LIMITATIONS,Chemours and both association PDFs accessible. | Two journal landing-page opens returned internal errors. | Producer claims do not prove TiO2 Malaysia grade performance.,YES,YES,R01 technical-evidence feasibility source batch.
